Protein
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59541(T2R47)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
P59544(T2R50)_site_1
